time,x_accel,y_accel,z_accel
26473,-0.014351869933307171,0.023138398304581642,1.0108824968338013
26483,-0.020269252359867096,0.00817462895065546,1.00962233543396
26493,-0.001775792334228754,0.008031010627746582,0.9945427179336548
26503,0.011196767911314964,0.002797618042677641,1.008569598197937
26513,0.01031625084578991,0.011441276408731937,1.0298125743865967
26523,-0.026978647336363792,0.005853235721588135,1.0223956108093262
26533,-0.005529981572180986,0.00797493476420641,1.0112929344177246
26543,-0.030869213864207268,0.004611591342836618,1.0333501100540161
26553,-0.025226790457963943,0.016676688566803932,0.9281103014945984
26563,-0.05648340657353401,0.019900880753993988,1.1146893501281738
26573,-0.0057054003700613976,0.00828564167022705,1.1879496574401855
26583,-0.031996119767427444,0.0027827804442495108,1.3015990257263184
26593,-0.0038995840586721897,0.009660591371357441,1.3317375183105469
26603,-0.042777758091688156,-0.010866939090192318,1.4217392206192017
26613,-0.027561688795685768,0.012662297114729881,1.390886664390564
26623,-0.009118931367993355,-0.015576440840959549,1.436112403869629
26633,-0.013733281753957272,0.017890937626361847,1.390112042427063
26643,-0.02682814747095108,0.013598503544926643,1.4204005002975464
26653,-0.06258950382471085,0.10707872360944748,1.4153364896774292
26663,-0.04553895816206932,0.031289730221033096,1.445827603340149
26673,-0.030309349298477173,-0.0010956618934869766,1.4244219064712524
26683,-0.02025713212788105,0.005704705137759447,1.4075663089752197
26693,-0.020949851721525192,0.005345508456230164,1.433564305305481
26703,-0.023463431745767593,-0.0057385582476854324,1.4405555725097656
26713,-0.026020627468824387,-0.013721538707613945,1.4454771280288696
26723,-0.017064832150936127,-0.037139344960451126,1.4030678272247314
26733,-0.020365078002214432,-0.013503007590770721,1.3699920177459717
26743,-0.028466105461120605,-0.0015806853771209717,1.3549946546554565
26753,-0.032609157264232635,0.012481126934289932,1.2835983037948608
26763,-0.03992835804820061,-0.0060693733394145966,1.2975331544876099
26773,-0.08473692089319229,-0.03121061623096466,1.2530395984649658
26783,-0.009231667965650558,0.008397603407502174,1.1695833206176758
26793,-0.008477640338242054,0.007138533517718315,1.131583571434021
26803,-0.00650833873078227,0.09508736431598663,1.1304080486297607
26813,-0.045235153287649155,0.03856746479868889,1.0687546730041504
26823,0.018039805814623833,0.0260869562625885,1.0219086408615112
26833,-0.013426939025521278,0.017116324976086617,0.9824674725532532
26843,-0.03904857486486435,0.018158232793211937,0.9721333384513855
26853,-0.07786764949560165,0.03767196834087372,0.8561365008354187
26863,0.0026863825041800737,-0.020633254200220108,0.9640378355979919
26873,-0.048751868307590485,0.016576237976551056,0.8475158214569092
26883,0.01599094085395336,0.024875588715076447,0.804410994052887
26893,0.08771122992038727,-0.03435627371072769,0.8012019395828247
26903,-0.05078466981649399,0.0989028811454773,0.8524577617645264
26913,-0.0586441271007061,0.05359553545713425,0.787977933883667
26923,-0.028603747487068176,0.03755580633878708,0.7816709280014038
26933,-0.05340123549103737,0.027316346764564514,0.8166189193725586
26943,-0.042504847049713135,0.022101184353232384,0.8202224969863892
26953,-0.005564966704696417,0.018061429262161255,0.8047942519187927
26963,0.001446738257072866,0.014848675578832626,0.825223982334137
26973,-0.019397081807255745,0.012985464185476303,0.8224030137062073
26983,-0.032004114240407944,0.01802671141922474,0.8182594180107117
26993,-0.06146712228655815,0.015692682936787605,0.8213393092155457
27003,-0.03358611464500427,0.010710978880524635,0.8064758777618408
27013,-0.016706760972738266,0.025069721043109894,0.7788493633270264
27023,-0.04705693572759628,-0.04240596294403076,0.8825628161430359
27033,-0.07875020802021027,-0.027530405670404434,0.9033498764038086
27043,-0.07505562156438828,0.01952263154089451,0.9507657885551453
27053,-0.07375448197126389,0.025119218975305557,0.9922800660133362
27063,-0.016808444634079933,0.01582333631813526,0.8573673963546753
27073,-0.014503847807645798,0.01788569800555706,0.8389209508895874
27083,-0.034265633672475815,0.013974710367619991,0.8426551222801208
27093,0.004728206433355808,-0.0035169709008187056,0.9456068277359009
27103,0.006519536953419447,0.007537378929555416,0.8876599073410034
27113,-0.019753940403461456,0.010167012922465801,0.8787625432014465
27123,-0.02898319624364376,0.02018027938902378,0.8703616857528687
27133,-0.11993643641471863,-0.051851119846105576,0.8716377019882202
27143,-0.05413385480642319,0.008317366242408752,0.8111632466316223
27153,0.004276743158698082,0.03190234303474426,0.7903198003768921
27163,-0.033551737666130066,-0.0032260362058877945,0.8224883079528809
27173,-0.007489149458706379,-0.0036658106837421656,0.8202131986618042
27183,-0.05052180215716362,0.0011854191543534398,0.8134398460388184
27193,-0.017585866153240204,0.012110097333788872,0.8233843445777893
27203,-0.12376003712415695,-0.1302691400051117,0.7436618208885193
27213,-0.05642333999276161,-0.01975601352751255,0.8245201706886292
27223,-0.022376013919711113,0.01527306716889143,0.8579996228218079
27233,0.005119463428854942,0.02633585035800934,0.8634313941001892
27243,0.020848454907536507,-0.06449232995510101,0.8606500029563904
27253,0.017288167029619217,0.008342116139829159,0.8894644975662231
