time,roll,pitch,yaw
279519,0.24906928837299347,-0.492203950881958,0.30834031105041504
279529,0.2465081512928009,-0.4833390712738037,0.3087232708930969
279539,0.24234740436077118,-0.4749060273170471,0.31670305132865906
279549,0.24316485226154327,-0.4654904007911682,0.3117925524711609
279559,0.24150750041007996,-0.44917812943458557,0.31893107295036316
279569,0.23586291074752808,-0.4524255692958832,0.3208444118499756
279579,0.22793641686439514,-0.4551812410354614,0.315888911485672
279589,0.161198228597641,-0.6297122836112976,0.3321611285209656
279599,0.08126728236675262,-0.6694686412811279,0.3552343547344208
279609,0.07024885714054108,-0.6861349940299988,0.39372462034225464
279619,-0.3107187747955322,-0.6701229214668274,0.4906761348247528
279629,-0.2443908303976059,-0.611156165599823,0.5935778021812439
279639,-0.2678277790546417,-0.5055293440818787,0.6413869857788086
279649,-0.44984307885169983,-0.6484077572822571,0.703180730342865
279659,0.40292832255363464,0.40565699338912964,0.6685654520988464
279669,0.29862600564956665,-0.19717560708522797,0.7874711155891418
279679,1.0553025007247925,0.25490549206733704,0.8448336720466614
279689,0.8599504828453064,-0.8065873980522156,0.9675720930099487
279699,2.039299964904785,-4.572065830230713,0.9564782977104187
279709,1.5360687971115112,-5.605679035186768,0.9084915518760681
279719,2.696619987487793,-7.171266078948975,1.7427817583084106
279729,2.675945997238159,-8.416160583496094,2.135045289993286
279739,1.3668855428695679,-9.312606811523438,1.0896878242492676
279749,-0.21199819445610046,-9.071194648742676,-0.3965754508972168
279759,-1.6452475786209106,-8.690690040588379,-1.4449944496154785
279769,-2.2550506591796875,-8.401540756225586,-1.635778784751892
279779,-2.1988377571105957,-8.553690910339355,-0.8973721861839294
279789,-2.7703757286071777,-7.137636661529541,-1.2394572496414185
279799,-3.2687220573425293,-6.712655544281006,-1.4834705591201782
279809,-2.9827871322631836,-5.452353477478027,-1.355150818824768
279819,-2.6354548931121826,-4.855291366577148,-0.81316739320755
279829,-2.1148641109466553,-3.6055819988250732,-1.0152860879898071
279839,-2.1003310680389404,-3.4802896976470947,-1.2353888750076294
279849,-1.1626701354980469,-3.1074275970458984,-0.8514622449874878
279859,-1.9581491947174072,-0.9562089443206787,-2.4997830390930176
279869,-1.3262027502059937,-1.390197992324829,-2.101856231689453
279879,-1.0265820026397705,-2.492734432220459,-1.5789844989776611
279889,-0.3824978172779083,-2.585829734802246,-1.0395852327346802
279899,0.1846180558204651,-2.6386029720306396,-0.7669168710708618
279909,0.1775767207145691,-2.982494592666626,-0.6542139053344727
279919,0.8564358949661255,-3.0357465744018555,-0.31621259450912476
279929,1.4283459186553955,-3.7203736305236816,0.01824403926730156
279939,1.8193223476409912,-3.4757814407348633,0.1658748984336853
279949,2.3978078365325928,-3.0016112327575684,0.39233142137527466
279959,2.849173069000244,-2.5972158908843994,0.5984286665916443
279969,3.5632176399230957,-1.7416324615478516,0.9719889163970947
279979,4.804930210113525,-1.7475508451461792,1.2539761066436768
279989,4.436403274536133,-1.709293246269226,1.1564288139343262
279999,4.013973712921143,-1.9027900695800781,0.993714451789856
280009,3.4559428691864014,-2.1430063247680664,0.8881391286849976
280019,2.4056007862091064,-2.102471113204956,0.9959949851036072
280029,1.809433102607727,-2.072861433029175,1.1972975730895996
280039,0.46382930874824524,-1.3578364849090576,1.6780976057052612
280049,1.3365845680236816,-2.025339365005493,1.51728093624115
280059,1.0440064668655396,-2.030348777770996,1.4898673295974731
280069,0.851003110408783,-1.6643288135528564,1.5956448316574097
280079,0.8903590440750122,-1.171543836593628,1.7633672952651978
280089,0.08100537210702896,-2.03014874458313,1.4718090295791626
