time,x_gyro,y_gyro,z_gyro
847685,-2.568233013153076,-2.1201016902923584,-5.1287713050842285
847695,7.954312324523926,9.775837898254395,5.436374664306641
847705,-4.294782638549805,-4.211748123168945,-4.4177045822143555
847715,-2.998953104019165,-2.826538562774658,-0.8455227017402649
847725,-1.7181626558303833,-0.7322339415550232,0.614410936832428
847735,-3.33186674118042,-0.14332881569862366,1.4549428224563599
847745,0.4266223907470703,0.33548712730407715,-3.8382887840270996
847755,-4.076301097869873,-5.288030624389648,-0.3278113305568695
847765,-18.945112228393555,-4.239729404449463,1.438995361328125
847775,1.2192401885986328,-22.187793731689453,0.8575670719146729
847785,9.533052444458008,-24.413476943969727,-0.09578923135995865
847795,11.08534049987793,-15.248963356018066,0.027927696704864502
847805,4.655264854431152,2.4469950199127197,-0.6158770322799683
847815,-1.2827565670013428,7.449923992156982,-1.9467769861221313
847825,2.012746572494507,-2.4466705322265625,0.029251012951135635
847835,1.3925340175628662,-8.811502456665039,0.7725338339805603
847845,2.8011419773101807,-14.264716148376465,5.041872024536133
847855,20.203718185424805,-14.071609497070312,6.616995811462402
847865,34.724002838134766,-6.750962257385254,7.524996280670166
847875,40.305274963378906,-12.086541175842285,9.4282865524292
847885,34.01886749267578,-13.231008529663086,11.441283226013184
847895,18.08423614501953,-17.923049926757812,11.566020965576172
847905,1.9379887580871582,-16.689733505249023,11.924335479736328
847915,-8.324004173278809,-15.046501159667969,11.965785026550293
847925,-18.414396286010742,-1.9130868911743164,13.751036643981934
847935,-30.866172790527344,12.21625804901123,14.712691307067871
847945,-47.371124267578125,20.61271095275879,13.862055778503418
847955,-58.94781494140625,26.585664749145508,14.125102043151855
847965,-66.40301513671875,19.58836555480957,12.638808250427246
847975,-63.81806182861328,12.219659805297852,11.049315452575684
847985,-56.71391677856445,4.489677906036377,9.53516960144043
847995,-44.72047424316406,-4.841846466064453,10.500032424926758
848005,-25.421152114868164,-6.842799186706543,9.920851707458496
848015,-11.95419692993164,-4.396326065063477,8.641825675964355
848025,-0.9235534071922302,2.209923505783081,10.440328598022461
848035,11.239603996276855,9.570707321166992,9.747708320617676
848045,16.125362396240234,23.35973358154297,6.966004371643066
848055,16.81138038635254,33.48912811279297,8.623753547668457
848065,16.032625198364258,35.74990463256836,7.067572593688965
848075,11.335797309875488,31.134780883789062,6.70647668838501
848085,7.591682434082031,18.303386688232422,6.6624627113342285
848095,0.12753546237945557,6.840184688568115,6.631014347076416
848105,-7.513684272766113,-8.817087173461914,8.571585655212402
848115,-13.276369094848633,-13.887420654296875,6.884609222412109
848125,-17.495563507080078,-15.475590705871582,5.458217620849609
848135,-14.724457740783691,-12.196548461914062,5.296006679534912
848145,-8.800026893615723,-4.583083629608154,3.1629743576049805
848155,-2.025620698928833,-2.6823816299438477,3.7849957942962646
848165,13.539999961853027,2.2767136096954346,1.9866284132003784
848175,21.33036231994629,4.3297905921936035,1.094354510307312
848185,25.35228157043457,4.060780048370361,0.2887590527534485
848195,24.873035430908203,2.9663219451904297,-0.35255569219589233
848205,20.017934799194336,-1.4310081005096436,-0.34822794795036316
848215,13.540587425231934,-4.507324695587158,-1.8606746196746826
848225,6.069738864898682,-9.202546119689941,-1.5604881048202515
848235,-2.185838222503662,-10.561595916748047,-1.706948161125183
848245,-5.988188743591309,-10.52042007446289,-1.8248186111450195
848255,-6.846890926361084,-10.293719291687012,-2.9606759548187256
848265,-5.342061996459961,-8.42863655090332,-2.7451584339141846
848275,-0.7565033435821533,-5.11760139465332,-2.2400319576263428
848285,0.6049307584762573,-2.040921926498413,-1.6334782838821411
848295,8.17060661315918,-1.034535527229309,-1.9378643035888672
848305,6.853003978729248,9.063434600830078,-1.5365797281265259
848315,10.682106971740723,9.810779571533203,-0.959016740322113
848325,12.893668174743652,-0.3772067427635193,-0.052156370133161545
848335,9.633573532104492,-0.9508170485496521,-0.5399953126907349
848345,6.258067607879639,-0.9616098403930664,-1.0127843618392944
848355,4.604048728942871,-9.618276596069336,-0.46799495816230774
848365,-3.0099058151245117,-1.6838818788528442,-1.0619702339172363
848375,-7.72458028793335,-6.606147289276123,0.11310244351625443
848385,-8.387505531311035,-0.34249863028526306,-0.574738085269928
848395,-5.4782586097717285,-5.243492126464844,0.002687628148123622
848405,-3.665600061416626,0.7248803377151489,-1.2942880392074585
848415,1.1285111904144287,0.9109665751457214,-1.0358935594558716
848425,5.463535308837891,1.3417823314666748,-0.6019198298454285
848435,7.3158040046691895,4.824672222137451,-0.2398807406425476
848445,9.222075462341309,0.6667349338531494,-0.9208683371543884
848455,8.471365928649902,4.424881935119629,-1.379942536354065
848465,4.634705543518066,-1.0414724349975586,-1.8258010149002075
848475,3.5286669731140137,-2.6214640140533447,-1.6019260883331299
848485,1.800681233406067,-4.619068145751953,-1.7211543321609497
848495,-0.3922593891620636,-5.503745079040527,-1.4309982061386108
848505,-3.516672134399414,-3.13788104057312,-0.8422585129737854
848515,-3.7983579635620117,-4.625247478485107,-0.49328920245170593
848525,-4.179537773132324,-3.8893942832946777,0.5159502029418945
848535,-4.089013576507568,-2.7716774940490723,0.616726815700531
848545,-5.296680450439453,0.8894837498664856,-0.001420247252099216
848555,-3.623419761657715,1.4813255071640015,0.07979384809732437
848565,-3.5281951427459717,-2.845629930496216,-0.7321094870567322
848575,-1.3107483386993408,-2.8151423931121826,-0.700654149055481
848585,0.24625642597675323,-2.24741792678833,-0.602530837059021
848595,2.183353900909424,1.804659366607666,-1.1998504400253296
848605,1.1418379545211792,3.0412614345550537,-1.2193280458450317
848615,2.145642042160034,4.015134334564209,-1.5439417362213135
848625,3.1542019844055176,-0.9115515947341919,-1.8782895803451538
848635,0.8046905398368835,-2.651986598968506,-1.9719260931015015
848645,1.405594825744629,-4.423046588897705,-2.9140915870666504
848655,-3.045790672302246,-6.381723403930664,-2.8500301837921143
848665,-4.343677043914795,-7.216429233551025,-2.840817928314209
848675,-5.671579360961914,-8.972941398620605,-3.0720560550689697
848685,-5.426873683929443,-12.708263397216797,-2.3559703826904297
848695,-11.335677146911621,-16.55398941040039,-2.968015670776367
848705,-17.267553329467773,-25.300268173217773,-2.72900652885437
848715,-22.475921630859375,-32.8232536315918,-1.889037847518921
848725,-23.304092407226562,-35.48313522338867,-1.8036915063858032
848735,-21.053062438964844,-31.351808547973633,-1.5521607398986816
848745,-18.273178100585938,-21.056320190429688,-2.335247039794922
848755,-11.052473068237305,-9.595976829528809,-1.697896122932434
848765,-1.9914270639419556,1.9783662557601929,-1.2875754833221436
848775,3.8612678050994873,12.620464324951172,-0.9326807856559753
848785,9.84439468383789,17.943769454956055,-0.18081951141357422
848795,13.145943641662598,18.0533447265625,-0.4767273962497711
848805,14.210346221923828,22.31189727783203,-1.3937351703643799
848815,10.075177192687988,24.82137107849121,-1.5072869062423706
848825,3.1259288787841797,17.631851196289062,-1.1630240678787231
848835,0.5127094984054565,11.573907852172852,-0.7974793910980225
848845,-0.23915354907512665,11.479363441467285,-2.324512243270874
848855,-0.5055349469184875,13.345998764038086,-2.0275702476501465
848865,0.9396132230758667,15.859908103942871,-2.2323951721191406
848875,2.625939130783081,17.887588500976562,-2.279022216796875
848885,7.117676258087158,21.446205139160156,-2.111826181411743
848895,9.621347427368164,24.63926124572754,-0.9484295845031738
848905,10.176840782165527,27.03945541381836,1.1137367486953735
848915,10.559366226196289,26.530019760131836,1.0371830463409424
848925,9.37300968170166,25.434558868408203,-0.7992813587188721
848935,8.36852741241455,23.234861373901367,0.09202397614717484
848945,8.855224609375,23.052139282226562,-0.4913659989833832
848955,9.488945960998535,22.000518798828125,-0.9775676727294922
848965,6.952541351318359,17.770376205444336,-0.11130502820014954
848975,8.47431755065918,16.953678131103516,-1.251898169517517
848985,8.874284744262695,18.177949905395508,0.012156708166003227
848995,10.495838165283203,16.598957061767578,-0.36896079778671265
849005,8.961410522460938,19.27161407470703,-0.658136785030365
849015,5.661806583404541,15.506754875183105,-0.9726763367652893
849025,3.4439330101013184,18.347305297851562,0.25880783796310425
849035,1.3122174739837646,19.12558364868164,-0.40797820687294006
849045,1.3048902750015259,13.0712890625,-1.0971704721450806
849055,2.398233652114868,12.636812210083008,1.0641279220581055
849065,3.275766611099243,10.696629524230957,0.5309545397758484
849075,3.752230405807495,9.753863334655762,-1.0598589181900024
849085,4.7839508056640625,9.509535789489746,-0.29631292819976807
849095,3.513453960418701,12.022573471069336,-0.7425944209098816
849105,5.368607044219971,8.770143508911133,0.8070216774940491
849115,5.516776084899902,7.211150169372559,0.32667025923728943
849125,6.552742958068848,7.823535442352295,0.691753089427948
849135,3.6219310760498047,9.271132469177246,-0.6724544167518616
