time,roll,pitch,yaw
361137,0.379310667514801,-0.7346740961074829,-0.34160393476486206
361147,0.37167611718177795,-0.4964974820613861,-0.34981557726860046
361157,0.36454448103904724,-0.5037288665771484,-0.3516974151134491
361167,0.3594948947429657,-0.695684552192688,-0.3523558974266052
361177,0.42130059003829956,-0.2134179025888443,-0.3579346835613251
361187,0.4039969742298126,-0.4682713449001312,-0.35580283403396606
361198,0.3924105167388916,-0.5305985808372498,-0.3561486005783081
361207,0.10898102819919586,-0.5277564525604248,-0.3368978202342987
361217,0.1501152217388153,-0.4115566313266754,-0.3317631483078003
361227,0.1515066772699356,-0.23195689916610718,-0.2648971378803253
361237,0.12318289279937744,-0.2811564803123474,-0.18019720911979675
361247,0.15875966846942902,0.10500738769769669,-0.09791628271341324
361257,0.054773226380348206,0.16818645596504211,-0.008604214526712894
361267,0.10523108392953873,-0.11282524466514587,0.05078873783349991
361277,0.3018186688423157,-0.01399561669677496,0.06167810037732124
361287,0.6154007911682129,-0.01524680107831955,0.10552391409873962
361297,-0.6539837718009949,1.1627765893936157,0.32051724195480347
361307,-0.6751548051834106,0.36834001541137695,0.44552022218704224
361317,-2.3440134525299072,-0.0004979537916369736,0.8122852444648743
361327,-1.8974010944366455,-0.5624693632125854,0.8185096979141235
361337,-1.9897031784057617,-1.3919094800949097,0.868807852268219
361347,-1.6213661432266235,-2.710170269012451,1.0797922611236572
361357,-1.3330864906311035,-4.221807956695557,1.310377597808838
361367,-0.35341379046440125,-6.05792760848999,1.8688386678695679
361377,1.0482548475265503,-7.716450214385986,2.49049711227417
361387,1.6711643934249878,-8.095974922180176,2.2398858070373535
361397,3.4311201572418213,-10.413978576660156,3.1884028911590576
361407,3.793950080871582,-10.486138343811035,2.8907649517059326
361417,5.246222972869873,-10.615758895874023,4.295406818389893
361427,5.018866062164307,-11.472349166870117,2.9321892261505127
361437,4.779172420501709,-10.647919654846191,2.966125965118408
361447,3.946927547454834,-9.458930969238281,2.549715995788574
361457,3.4917750358581543,-7.119792461395264,3.8134677410125732
361467,1.7062499523162842,-7.188837051391602,1.0935165882110596
361477,1.3328087329864502,-6.127540588378906,1.496232509613037
361487,1.443217158317566,-5.780771255493164,2.046701192855835
361497,1.415908932685852,-5.2152228355407715,2.3365509510040283
361507,1.751678705215454,-5.191479206085205,2.5621681213378906
361517,2.199472665786743,-4.784142017364502,2.8610122203826904
361527,2.7237353324890137,-4.6271281242370605,3.0220909118652344
361537,3.124572277069092,-4.752996444702148,2.906872272491455
361547,3.4442899227142334,-4.366517543792725,2.974949598312378
361557,3.7024450302124023,-4.449142932891846,2.8886220455169678
361567,3.4296998977661133,-3.738595962524414,2.8089349269866943
361577,3.266054630279541,-3.3174495697021484,2.7430624961853027
361587,2.5356240272521973,-2.4025254249572754,2.577129364013672
361597,2.2734432220458984,-1.9305287599563599,2.512721538543701
361607,1.671717882156372,-0.7193957567214966,2.600512742996216
361617,1.4587323665618896,-0.15694791078567505,2.5460572242736816
361627,1.1681766510009766,0.7884606719017029,2.6253280639648438
361637,0.9102087020874023,1.0092582702636719,2.467090129852295
361647,0.7604058384895325,1.78097403049469,2.5347728729248047
361657,0.820417582988739,1.933720350265503,2.4407052993774414
361667,0.629988431930542,2.146843194961548,2.43705415725708
361677,0.5187067985534668,2.5436155796051025,2.4352869987487793
361687,0.3697434961795807,2.6196048259735107,2.3743131160736084
361697,0.45644938945770264,2.637730121612549,2.1266586780548096
361707,0.2651142477989197,2.699065685272217,2.0259625911712646
361717,-0.23523510992527008,2.937241792678833,2.160733699798584
361727,-0.5064343214035034,3.0511536598205566,2.1029067039489746
361737,-0.9477195143699646,3.3979437351226807,2.135761260986328
361747,-1.0828546285629272,3.4379777908325195,1.931130051612854
361757,-1.4240529537200928,3.6389336585998535,1.9089897871017456
361767,-1.5913501977920532,3.5311315059661865,1.8334120512008667
361777,-1.8163456916809082,3.7768800258636475,1.7993865013122559
361787,-1.9972282648086548,3.7630467414855957,1.8031798601150513
361797,-2.1652679443359375,3.872939348220825,1.7989660501480103
361807,-2.273029088973999,4.055289268493652,1.767784833908081
361817,-2.095604181289673,4.107876777648926,1.4862326383590698
361827,-2.3676273822784424,4.271378040313721,1.6318209171295166
361837,-2.3931636810302734,4.285954475402832,1.5489299297332764
361847,-2.6762828826904297,4.492225170135498,1.6278141736984253
361857,-2.813591957092285,4.284378528594971,1.697500467300415
361867,-3.0021049976348877,4.326186656951904,1.6840190887451172
361877,-3.0595076084136963,4.318279266357422,1.5532430410385132
361887,-3.2579190731048584,4.343230247497559,1.5964480638504028
361897,-3.025078296661377,4.224302768707275,1.2967686653137207
361907,-3.101473093032837,4.214790344238281,1.310824990272522
361917,-3.2950456142425537,4.216018199920654,1.4738003015518188
361927,-3.1257686614990234,4.212409019470215,1.2674773931503296
361937,-3.0189192295074463,4.134824752807617,1.1474989652633667
361947,-3.0677218437194824,4.131545066833496,1.1304740905761719
361957,-3.083261013031006,4.15439510345459,1.100216031074524
361967,-3.133270740509033,4.086825370788574,1.1428698301315308
361977,-3.1628174781799316,3.9466609954833984,1.2005163431167603
361987,-3.1952099800109863,3.8303780555725098,1.2113975286483765
361997,-3.2026076316833496,3.6166250705718994,1.2494243383407593
362007,-3.196323871612549,3.5515546798706055,1.1757601499557495
362017,-3.1589088439941406,3.511192560195923,1.0759708881378174
362027,-3.099517345428467,3.347094774246216,1.0731877088546753
362037,-2.9975616931915283,3.272064208984375,1.0049328804016113
362047,-3.0156090259552,3.1280362606048584,1.1323482990264893
362057,-2.889249563217163,3.026900291442871,1.0852328538894653
362067,-2.927093982696533,3.002762794494629,1.099569320678711
362077,-2.7941348552703857,2.6877710819244385,1.1131123304367065
362087,-2.755596876144409,2.4929211139678955,1.1530280113220215
362097,-2.545828104019165,2.482149839401245,0.9497421383857727
362107,-2.4676427841186523,2.1907806396484375,1.0224813222885132
362117,-2.2378268241882324,2.0815842151641846,0.896415114402771
362127,-2.1444411277770996,1.8590412139892578,0.9563032984733582
362137,-2.0645086765289307,1.7833446264266968,0.9521476626396179
362147,-2.0270919799804688,1.5553972721099854,1.0315208435058594
362157,-2.0288732051849365,1.5360326766967773,1.0036143064498901
362167,-2.101555109024048,1.373427152633667,1.0766061544418335
362177,-1.954954981803894,1.3254812955856323,0.9774943590164185
362187,-1.9264947175979614,1.057886004447937,1.0259426832199097
362197,-1.9406194686889648,0.9432852268218994,1.0644139051437378
362207,-1.5739567279815674,0.7741710543632507,0.9782710671424866
362217,-1.7081780433654785,0.6141493320465088,1.073689579963684
362227,-1.3154234886169434,0.2357635498046875,1.0795704126358032
362237,-0.9787773489952087,0.019405396655201912,1.0525113344192505
362247,-0.9314532279968262,-0.25213515758514404,1.1127384901046753
362257,-0.5666687488555908,-0.5453555583953857,1.1152347326278687
362267,-0.5988946557044983,-0.4962669909000397,1.0859125852584839
362277,-0.3056260049343109,-0.7401559948921204,1.0997405052185059
362287,-0.2611663341522217,-0.7992426156997681,1.0962469577789307
362297,-0.016505461186170578,-0.8976146578788757,1.0987426042556763
362307,0.09373647719621658,-0.8588933348655701,1.0753332376480103
362317,0.1597127467393875,-0.9602898359298706,1.0638362169265747
362327,0.3116930425167084,-0.9399245977401733,1.0485788583755493
362337,0.6018370985984802,-1.159908652305603,1.0629451274871826
362347,0.6711146235466003,-1.2577699422836304,1.0504223108291626
362357,0.9274137020111084,-1.3798706531524658,1.0689982175827026
362367,1.0865074396133423,-1.4845072031021118,1.0781868696212769
362377,1.27655827999115,-1.5611000061035156,1.096927523612976
362387,1.3084619045257568,-1.7338570356369019,1.0642457008361816
362397,1.30792236328125,-1.7861402034759521,1.037781834602356
