time,x_pos,y_pos,z_pos
284933,0.5005395412445068,0.4997774362564087,0.036837175488471985
284943,0.5005432963371277,0.49977827072143555,0.036898549646139145
284953,0.5005437135696411,0.4997784197330475,0.03695880249142647
284963,0.5005432367324829,0.49978041648864746,0.036375999450683594
284973,0.5007915496826172,0.4997798502445221,0.03640264645218849
284983,0.5005476474761963,0.4997778534889221,0.036529336124658585
284993,0.5005512833595276,0.499775230884552,0.037378426641225815
285003,0.5005522966384888,0.49977532029151917,0.03746781125664711
285013,0.5005543231964111,0.499774307012558,0.03755904361605644
285023,0.5005545616149902,0.499773234128952,0.0376509428024292
285033,0.5005553364753723,0.4997740387916565,0.03683997690677643
285043,0.500556230545044,0.4997709393501282,0.03688052296638489
285053,0.500556468963623,0.4997684955596924,0.036920953541994095
285073,0.5005549192428589,0.49976640939712524,0.03703518584370613
285143,0.5005627274513245,0.4997650384902954,0.037017349153757095
285213,0.500571608543396,0.4997621178627014,0.03795255348086357
285223,0.5005726218223572,0.4997619092464447,0.03801682963967323
285233,0.5005717277526855,0.49976447224617004,0.03670933470129967
285293,0.5005731582641602,0.49976274371147156,0.0365946888923645
285303,0.5005757212638855,0.49976101517677307,0.0365917794406414
285323,0.5005773901939392,0.49976179003715515,0.03572920709848404
285383,0.5005818009376526,0.49976107478141785,0.03407765179872513
285403,0.5005853176116943,0.4997578561306,0.03488221392035484
285453,0.500592052936554,0.49975356459617615,0.035551559180021286
285473,0.5005967020988464,0.49974676966667175,0.035704612731933594
285563,0.500851571559906,0.49974697828292847,0.03526034206151962
285623,0.500614583492279,0.499740868806839,0.036154769361019135
285643,0.5006170868873596,0.4997404217720032,0.036276813596487045
285653,0.500616192817688,0.4997398257255554,0.03623008355498314
285703,0.5006189346313477,0.49973955750465393,0.036403488367795944
285723,0.5006259679794312,0.4997442066669464,0.03669438883662224
285783,0.5006347894668579,0.4997366666793823,0.03871278837323189
285813,0.500637948513031,0.4997391700744629,0.03816346079111099
285883,0.5006449818611145,0.4997321367263794,0.037321966141462326
285893,0.5006460547447205,0.49973514676094055,0.03657476231455803
285903,0.5006481409072876,0.4997340142726898,0.036578111350536346
285943,0.5006508231163025,0.499734103679657,0.03527229279279709
285973,0.500656008720398,0.49973368644714355,0.0357363186776638
285983,0.5006565451622009,0.49973341822624207,0.03514401242136955
286013,0.5006608963012695,0.4997325539588928,0.034980908036231995
286023,0.5006610155105591,0.49973300099372864,0.03527764603495598
286033,0.5009059309959412,0.4997340738773346,0.03524857014417648
286043,0.5009079575538635,0.49973344802856445,0.03524141386151314
286053,0.5009046196937561,0.4997350573539734,0.034478191286325455
286063,0.5009053349494934,0.4997345507144928,0.03441467136144638
286073,0.5009064078330994,0.4997343122959137,0.03434910252690315
286093,0.500664472579956,0.49973368644714355,0.03482408449053764
286103,0.5006648302078247,0.49973413348197937,0.034812081605196
286113,0.5006670355796814,0.49973565340042114,0.03479420021176338
286123,0.500666081905365,0.49973607063293457,0.034841861575841904
286133,0.5006669163703918,0.49973538517951965,0.03482363000512123
286143,0.500669538974762,0.49973538517951965,0.034806594252586365
286153,0.5006706714630127,0.49973639845848083,0.03452184423804283
286173,0.5006718039512634,0.49973639845848083,0.03446200117468834
286183,0.5006720423698425,0.4997367262840271,0.034287989139556885
286193,0.5006723403930664,0.4997347891330719,0.034252844750881195
286203,0.5006736516952515,0.49973538517951965,0.03421884402632713
286213,0.5006755590438843,0.49973559379577637,0.03418511897325516
286223,0.5011698007583618,0.4999781847000122,0.035105541348457336
286233,0.5009275078773499,0.49997678399086,0.03536941111087799
286243,0.5006846189498901,0.4997289776802063,0.03547569364309311
286253,0.5006834864616394,0.499729186296463,0.03537370264530182
286263,0.5006839036941528,0.4997287690639496,0.03541694954037666
286273,0.5011739730834961,0.5002194046974182,0.03556137904524803
286283,0.500930905342102,0.499973863363266,0.03541353717446327
286293,0.5006875991821289,0.49972525238990784,0.03544791415333748
286303,0.5006906986236572,0.49972614645957947,0.03551812097430229
286313,0.5006914138793945,0.4997240900993347,0.035715505480766296
286323,0.5006939768791199,0.4997240900993347,0.0357716903090477
286333,0.5006961226463318,0.4997212588787079,0.03582584112882614
286343,0.500697672367096,0.4997190237045288,0.035879287868738174
286353,0.500697135925293,0.4997204542160034,0.03597434610128403
286363,0.5006993412971497,0.4997194707393646,0.03603185713291168
286373,0.5007004141807556,0.49971723556518555,0.036090582609176636
286383,0.5009482502937317,0.4997168779373169,0.035785358399152756
286393,0.5007062554359436,0.49971428513526917,0.03591768071055412
286403,0.5007064342498779,0.49971362948417664,0.03596610948443413
286413,0.5007109045982361,0.4997113347053528,0.03701549023389816
286423,0.500713050365448,0.4997110366821289,0.03712274506688118
286433,0.5007159113883972,0.4997105598449707,0.037232283502817154
286443,0.5007169842720032,0.4997091591358185,0.037344757467508316
286453,0.5009651780128479,0.49971118569374084,0.03733914718031883
286463,0.5007213950157166,0.49970749020576477,0.03754163905978203
286473,0.5007243156433105,0.49970296025276184,0.037658728659152985
286483,0.5007234215736389,0.4997066855430603,0.03655656799674034
286493,0.5007269382476807,0.4997057318687439,0.036607079207897186
286503,0.5007277727127075,0.4997067451477051,0.03665745258331299
