time,x_pos,y_pos,z_pos
370347,0.6382796764373779,0.46818360686302185,0.060495976358652115
370357,0.637822687625885,0.4675840437412262,0.060573678463697433
370367,0.6380833387374878,0.4681258797645569,0.060988083481788635
370377,0.6371286511421204,0.46850353479385376,0.05964481830596924
370387,0.6370574831962585,0.46854451298713684,0.059615883976221085
370397,0.6379695534706116,0.46826982498168945,0.060391414910554886
370407,0.6379451155662537,0.46767768263816833,0.05910959467291832
370417,0.6382066607475281,0.4686325788497925,0.0593591071665287
370427,0.6382817625999451,0.46857041120529175,0.059095412492752075
370437,0.6376510262489319,0.4684484004974365,0.05914713069796562
370447,0.6373255252838135,0.4675218164920807,0.05716971307992935
370457,0.6399351358413696,0.46603161096572876,0.05832529067993164
370467,0.6406465768814087,0.46227940917015076,0.04836868494749069
370477,0.6406235694885254,0.4616163969039917,0.05523811653256416
370487,0.6441828012466431,0.45551159977912903,0.04285554587841034
370497,0.6498121023178101,0.44713297486305237,0.01953321322798729
370507,0.6501268148422241,0.446717232465744,0.06066005304455757
370517,0.6427246332168579,0.4709084928035736,0.07679452747106552
370527,0.6405834555625916,0.476159006357193,0.09266944229602814
370537,0.6380777955055237,0.4809114933013916,0.09341864287853241
370547,0.6351653933525085,0.4729691445827484,0.08018156886100769
370557,0.6353667974472046,0.5040538907051086,0.09835486859083176
370567,0.6360569000244141,0.5289447903633118,0.10120288282632828
370577,0.6316257119178772,0.525606095790863,0.0872471034526825
370587,0.6370275616645813,0.5516412258148193,0.11168207228183746
370597,0.6361355781555176,0.5598561763763428,0.11469075083732605
370607,0.6463374495506287,0.6123429536819458,0.11277005076408386
370617,0.6558157801628113,0.6982412934303284,0.09420880675315857
370627,0.6541810035705566,0.6967108845710754,0.1149103045463562
370637,0.652130663394928,0.6866662502288818,0.114780955016613
370647,0.6517536044120789,0.6929807066917419,0.125770702958107
370657,0.6487264037132263,0.6732283234596252,0.13386835157871246
370667,0.6524347066879272,0.7292003035545349,0.14093750715255737
370677,0.6527490019798279,0.7333316206932068,0.13933385908603668
370687,0.6523216366767883,0.7358864545822144,0.14533713459968567
370697,0.650667130947113,0.7232790589332581,0.15235862135887146
370707,0.6528053283691406,0.7551296353340149,0.1478571593761444
370717,0.6505134105682373,0.7227506637573242,0.1561218649148941
370727,0.6500847339630127,0.7317966222763062,0.1615036278963089
370737,0.6500985622406006,0.725516140460968,0.15840031206607819
370747,0.6482061743736267,0.7136104106903076,0.16296371817588806
370757,0.6483944654464722,0.7113338708877563,0.16704963147640228
370767,0.6472454071044922,0.7164708971977234,0.17116118967533112
370777,0.6467850804328918,0.7019053101539612,0.17001765966415405
370787,0.6468555331230164,0.7111138701438904,0.17406491935253143
370797,0.6462064385414124,0.7218303680419922,0.1779235303401947
370807,0.6457939743995667,0.723261296749115,0.17916829884052277
370817,0.6442936062812805,0.7222297191619873,0.18157920241355896
370827,0.6383891105651855,0.7037214040756226,0.17990359663963318
370837,0.6373282074928284,0.7136546969413757,0.18585152924060822
370847,0.6370918154716492,0.7143414616584778,0.19189147651195526
370857,0.6331709623336792,0.706427276134491,0.1918666660785675
370867,0.6340405344963074,0.7117978930473328,0.19703200459480286
370877,0.6351280212402344,0.7157681584358215,0.2042803168296814
370887,0.633777379989624,0.7072852849960327,0.2022111713886261
370897,0.6350987553596497,0.7083948254585266,0.20626182854175568
370907,0.635343074798584,0.7131529450416565,0.22091162204742432
370917,0.6361232399940491,0.7137451171875,0.22488516569137573
370927,0.6399886608123779,0.7134256362915039,0.2273414134979248
370937,0.6425113677978516,0.7077928781509399,0.2300904542207718
370947,0.6418445706367493,0.7062135338783264,0.23475229740142822
370957,0.641970694065094,0.7061987519264221,0.24061083793640137
370967,0.6410880088806152,0.7061174511909485,0.24793225526809692
370977,0.6381663680076599,0.7057579159736633,0.25222301483154297
370987,0.6330176591873169,0.7071788907051086,0.25586190819740295
370997,0.6276291012763977,0.7120974659919739,0.2559416592121124
371007,0.6267604231834412,0.7123168706893921,0.2634139060974121
371017,0.626305878162384,0.7115502953529358,0.26886773109436035
371027,0.6252434253692627,0.7102799415588379,0.2739563286304474
371037,0.6244025826454163,0.7115108370780945,0.28208819031715393
371047,0.6295157074928284,0.7155563235282898,0.2880762219429016
371057,0.6292031407356262,0.7173798680305481,0.2927217483520508
371067,0.6295943856239319,0.717703104019165,0.30205297470092773
371077,0.6295927166938782,0.716884195804596,0.30725592374801636
371087,0.6283971667289734,0.7161207795143127,0.3122462332248688
371097,0.6290509700775146,0.7173324823379517,0.3171061873435974
371107,0.6286007761955261,0.7179960012435913,0.3230958580970764
371117,0.6272211074829102,0.7176240682601929,0.3277362585067749
371127,0.6255787014961243,0.7127026915550232,0.33246228098869324
371137,0.6245161294937134,0.7126595377922058,0.3390975892543793
371147,0.619499921798706,0.7158855199813843,0.34339314699172974
371157,0.6186112761497498,0.7160871624946594,0.3477514684200287
371167,0.6189142465591431,0.714841902256012,0.3524641692638397
371177,0.6186966896057129,0.7137047052383423,0.3567136824131012
371187,0.6189539432525635,0.7105898261070251,0.36087116599082947
371197,0.6187664270401001,0.7137048840522766,0.3648308515548706
371207,0.6192035675048828,0.7011293172836304,0.36921432614326477
371217,0.6188405156135559,0.6992944478988647,0.3725650906562805
371227,0.6175117492675781,0.6973983645439148,0.3756934106349945
371237,0.6172831654548645,0.6911096572875977,0.37905353307724
371247,0.6157361268997192,0.6879310011863708,0.38177254796028137
371257,0.6131422519683838,0.6804996132850647,0.38372233510017395
371267,0.6128168106079102,0.6795257329940796,0.38791853189468384
371277,0.6093845367431641,0.6734781265258789,0.3897702097892761
371287,0.6088591814041138,0.669147253036499,0.39164620637893677
371297,0.6062830686569214,0.6631535887718201,0.39292073249816895
371307,0.6049686074256897,0.658348798751831,0.39438337087631226
371317,0.6037650108337402,0.6510012745857239,0.3952075242996216
371327,0.6004335284233093,0.6480737328529358,0.39633312821388245
371337,0.5960562825202942,0.640127956867218,0.39781588315963745
371347,0.5965604186058044,0.6384674310684204,0.39937353134155273
371357,0.5926709771156311,0.6330718994140625,0.3999178111553192
371367,0.591633141040802,0.631285548210144,0.4040193259716034
371377,0.5892452001571655,0.6292179822921753,0.4051128923892975
371387,0.5851285457611084,0.6244652271270752,0.4055943787097931
371397,0.5863357782363892,0.6229047179222107,0.4068228304386139
371407,0.581204891204834,0.6122984290122986,0.4067014455795288
371417,0.5803136229515076,0.6143063902854919,0.4076862931251526
371427,0.5757430791854858,0.6053671836853027,0.40758439898490906
371437,0.5759984850883484,0.6014519333839417,0.4066932499408722
371447,0.570132851600647,0.5905457735061646,0.406314879655838
371457,0.5697846412658691,0.5894646048545837,0.4064478576183319
371467,0.564841628074646,0.5809200406074524,0.4064353108406067
371477,0.5646279454231262,0.5797679424285889,0.4064073860645294
371487,0.5568069815635681,0.5709826350212097,0.40580400824546814
371497,0.5571469068527222,0.5696202516555786,0.4076203405857086
371507,0.5533751845359802,0.562706708908081,0.4073081910610199
371517,0.5545378923416138,0.5626627802848816,0.40745317935943604
371527,0.5549426078796387,0.5647775530815125,0.40752947330474854
371537,0.5488300323486328,0.5531344413757324,0.4095010459423065
371547,0.549260675907135,0.552714467048645,0.40964069962501526
371557,0.5424402952194214,0.5472897887229919,0.4096386730670929
371567,0.542741596698761,0.5463162064552307,0.4095381498336792
371577,0.5369520783424377,0.5417564511299133,0.409537136554718
371587,0.538133978843689,0.5383864641189575,0.40960606932640076
371597,0.536177933216095,0.536703884601593,0.41237348318099976
371607,0.5323342680931091,0.5348452925682068,0.41264769434928894
371617,0.5271702408790588,0.5306240916252136,0.4129100441932678
371627,0.5283488631248474,0.5302950739860535,0.4153047502040863
371637,0.5174335241317749,0.525953471660614,0.4156412184238434
371647,0.5186633467674255,0.5253836512565613,0.41613370180130005
371657,0.5168276429176331,0.5244548916816711,0.4165111184120178
371667,0.5153185129165649,0.5218937993049622,0.4175104796886444
371677,0.5190384984016418,0.520098865032196,0.41797158122062683
371687,0.5131056904792786,0.5191366076469421,0.4183315336704254
371697,0.5132390260696411,0.5178533792495728,0.419119268655777
371707,0.5129648447036743,0.5161916613578796,0.419452965259552
371717,0.5089877843856812,0.5145539045333862,0.41978105902671814
371727,0.5075995922088623,0.5127620697021484,0.4179164171218872
371737,0.5088186264038086,0.5108916163444519,0.41807353496551514
371747,0.5036585330963135,0.5094549059867859,0.41813895106315613
371757,0.502304196357727,0.5104949474334717,0.4182860255241394
371767,0.5028589963912964,0.5086520314216614,0.4155777096748352
371777,0.49817854166030884,0.5074395537376404,0.41539645195007324
371787,0.4972420334815979,0.509701132774353,0.4152716398239136
371797,0.49650898575782776,0.5077376961708069,0.4137517213821411
371807,0.4902801513671875,0.5059278607368469,0.413384348154068
371817,0.4941887855529785,0.5043067932128906,0.41314736008644104
371827,0.49288707971572876,0.5027791857719421,0.4115905463695526
371837,0.4925125539302826,0.503918468952179,0.4112243354320526
371847,0.4926985502243042,0.5039859414100647,0.41087353229522705
371857,0.49070510268211365,0.5071499943733215,0.4106278717517853
371867,0.4913536608219147,0.505130410194397,0.40857112407684326
371877,0.4906526803970337,0.5046883821487427,0.4081551432609558
371887,0.491150438785553,0.5051888823509216,0.40775978565216064
371897,0.48942840099334717,0.5056390762329102,0.40605485439300537
371907,0.48785215616226196,0.5061007738113403,0.4055941700935364
371917,0.48619750142097473,0.5062561631202698,0.40515926480293274
371927,0.48475125432014465,0.5062374472618103,0.40356433391571045
371937,0.48242461681365967,0.5089340209960938,0.4031093418598175
371947,0.48360922932624817,0.5088489055633545,0.40271756052970886
371957,0.48326870799064636,0.5089094638824463,0.4020756185054779
371967,0.48538872599601746,0.5076239109039307,0.40168946981430054
371977,0.4852549731731415,0.507925808429718,0.4012788236141205
371987,0.48495325446128845,0.5083723664283752,0.40087950229644775
371997,0.4863240420818329,0.5078051090240479,0.4010852873325348
372007,0.48444926738739014,0.5111462473869324,0.4007504880428314
372017,0.4837499260902405,0.5109525918960571,0.4003918766975403
372027,0.48170432448387146,0.5143320560455322,0.3995814621448517
372037,0.4812281131744385,0.5129562020301819,0.39935097098350525
372047,0.4826473593711853,0.5124636888504028,0.39923128485679626
372057,0.4826318621635437,0.5144365429878235,0.4017394781112671
372067,0.4823521375656128,0.5139641165733337,0.4018176794052124
372077,0.4821982979774475,0.5135961771011353,0.40189462900161743
372087,0.48191019892692566,0.5145953297615051,0.402002215385437
372097,0.4816892445087433,0.5158623456954956,0.4038320481777191
372107,0.48173660039901733,0.5151307582855225,0.40410932898521423
372117,0.4816276729106903,0.5157598853111267,0.4044514000415802
372127,0.4815012216567993,0.5166236162185669,0.40601372718811035
372137,0.48201465606689453,0.5164174437522888,0.40652647614479065
